x,y,age1,age,gneder1,gender,sum,date
14.0004,12.77549,41-60,3,male,0,77,08/31/2019
16.54684,11.39338,> 80,5,male,0,78,08/31/2019
17.51501,11.22888,11-20,1,male,0,79,08/31/2019
13.77803,8.864945,> 80,5,male,0,80,08/31/2019
14.11088,10.56043,> 80,5,Female,1,81,08/31/2019
14.68581,11.45555,0-10,0,male,0,82,08/31/2019
12.57377,13.43932,0-10,0,male,0,83,08/31/2019
11.70552,10.36466,21-40,2,Female,1,84,08/31/2019
14.36912,12.55025,61-80,4,Female,1,85,08/31/2019
15.21281,16.9593,> 80,5,male,0,86,08/31/2019
15.81613,13.89809,> 80,5,male,0,87,08/31/2019
13.89643,12.72108,41-60,3,male,0,88,08/31/2019
15.18307,11.5893,0-10,0,male,0,89,08/31/2019
13.17116,12.932,> 80,5,Female,1,90,08/31/2019
12.65285,11.26382,0-10,0,Female,1,91,08/31/2019
15.13931,13.20189,11-20,1,male,0,92,08/31/2019
12.8446,11.61027,11-20,1,male,0,93,08/31/2019
13.55442,13.17523,21-40,2,Female,1,94,08/31/2019
14.02949,13.07497,> 80,5,male,0,95,08/31/2019
15.43982,13.27819,41-60,3,Female,1,96,08/31/2019
14.84585,14.86907,41-60,3,Female,1,97,08/31/2019
10.27732,11.36702,> 80,5,Female,1,98,08/31/2019
10.52977,11.62937,> 80,5,male,0,99,08/31/2019
9.933102,12.30593,0-10,0,Female,1,100,08/31/2019
14.15951,9.238947,0-10,0,Female,1,101,08/31/2019
13.61841,12.54927,0-10,0,Female,1,102,08/31/2019
14.95599,9.839847,0-10,0,Female,1,103,08/31/2019
15.69362,12.38079,11-20,1,male,0,104,08/31/2019
9.200059,11.97217,11-20,1,male,0,105,08/31/2019
16.83013,11.39388,0-10,0,male,0,106,08/31/2019
13.31452,10.31512,> 80,5,male,0,107,08/31/2019
10.56304,11.58176,> 80,5,Female,1,108,08/31/2019
8.311067,7.202524,21-40,2,male,0,109,08/31/2019
13.39306,13.03761,41-60,3,Female,1,110,08/31/2019
14.51838,8.716039,61-80,4,male,0,111,08/31/2019
16.80886,11.42717,11-20,1,Female,1,112,08/31/2019
14.71134,11.91757,> 80,5,Female,1,113,08/31/2019
10.31367,11.38647,61-80,4,Female,1,114,08/31/2019
13.15651,11.15159,0-10,0,male,0,115,08/31/2019
9.083952,13.21588,41-60,3,male,0,116,08/31/2019
15.19022,9.974836,> 80,5,Female,1,117,08/31/2019
8.436085,7.393596,61-80,4,Female,1,118,08/31/2019
15.34814,9.820333,41-60,3,Female,1,119,08/31/2019
13.31339,12.3789,41-60,3,Female,1,120,08/31/2019
13.23216,9.731717,61-80,4,male,0,121,08/31/2019
12.55331,11.54684,41-60,3,Female,1,122,08/31/2019
13.89099,10.95253,0-10,0,Female,1,123,08/31/2019
13.49273,12.51423,11-20,1,Female,1,124,08/31/2019
15.24806,16.97276,> 80,5,Female,1,125,08/31/2019
11.58812,11.09262,> 80,5,Female,1,126,08/31/2019
9.442908,10.76749,0-10,0,Female,1,127,08/31/2019
11.36395,9.602994,21-40,2,Female,1,128,08/31/2019
11.15694,14.775,11-20,1,Female,1,129,08/31/2019
11.89653,10.2304,> 80,5,Female,1,130,08/31/2019
15.01308,10.21483,0-10,0,Female,1,131,08/31/2019
13.61045,11.49483,41-60,3,Female,1,132,08/31/2019
14.1069,13.60306,61-80,4,Female,1,133,08/31/2019
10.46296,11.20981,41-60,3,Female,1,134,08/31/2019
10.30772,9.4627,> 80,5,male,0,135,08/31/2019
13.77892,12.69592,21-40,2,male,0,136,08/31/2019
13.41328,12.42838,> 80,5,male,0,137,08/31/2019
12.56326,11.04593,> 80,5,male,0,138,08/31/2019
15.66159,13.93562,> 80,5,male,0,139,08/31/2019
13.83545,8.909176,0-10,0,Female,1,140,08/31/2019
13.22668,12.33923,41-60,3,Female,1,141,08/31/2019
15.11869,10.0674,> 80,5,male,0,142,08/31/2019
13.24604,10.51404,41-60,3,Female,1,143,08/31/2019
14.62721,11.42144,41-60,3,Female,1,144,08/31/2019
14.38883,10.29258,> 80,5,Female,1,145,08/31/2019
15.02184,14.11212,0-10,0,Female,1,146,08/31/2019
13.14793,10.59459,> 80,5,male,0,147,08/31/2019
13.39042,8.81647,> 80,5,male,0,148,08/31/2019
11.77328,9.525179,41-60,3,male,0,149,08/31/2019
16.04067,14.35417,0-10,0,Female,1,150,08/31/2019
10.62561,10.92979,> 80,5,male,0,151,08/31/2019
14.55994,10.6003,11-20,1,male,0,152,08/31/2019
9.327332,12.16842,> 80,5,male,0,153,08/31/2019
14.50837,11.50046,> 80,5,Female,1,154,08/31/2019
10.52485,12.31847,0-10,0,male,0,155,08/31/2019
13.9858,12.80076,61-80,4,male,0,156,08/31/2019
10.55035,11.602,> 80,5,Female,1,157,08/31/2019
10.64812,11.70659,0-10,0,male,0,158,08/31/2019
15.7345,6.090047,11-20,1,male,0,159,08/31/2019
11.8024,11.16029,61-80,4,male,0,160,08/31/2019
11.76803,10.26851,> 80,5,male,0,161,08/31/2019
11.57369,11.1289,11-20,1,Female,1,162,08/31/2019
15.76205,14.02013,61-80,4,male,0,163,08/31/2019
10.6587,11.67938,> 80,5,Female,1,164,08/31/2019
13.40605,13.28477,> 80,5,Female,1,165,08/31/2019
11.24757,11.45161,11-20,1,male,0,166,08/31/2019
15.53659,12.76087,> 80,5,Female,1,167,08/31/2019
14.02418,10.70804,> 80,5,male,0,168,08/31/2019
13.39872,12.45665,> 80,5,Female,1,169,08/31/2019
14.57784,16.18932,61-80,4,Female,1,170,08/31/2019
15.32621,13.43324,> 80,5,Female,1,171,08/31/2019
14.47304,8.777501,0-10,0,Female,1,172,08/31/2019
11.39957,9.887847,61-80,4,Female,1,173,08/31/2019
12.48731,11.17735,21-40,2,Female,1,174,08/31/2019
13.78123,11.1606,0-10,0,Female,1,175,08/31/2019
10.56813,11.02786,21-40,2,male,0,176,08/31/2019
10.53582,11.01035,0-10,0,Female,1,177,08/31/2019
14.75957,10.75233,0-10,0,male,0,178,08/31/2019
14.2318,12.04069,> 80,5,male,0,179,08/31/2019
13.34694,11.97577,21-40,2,Female,1,180,08/31/2019
10.43855,11.80709,0-10,0,Female,1,181,08/31/2019
12.51876,10.58196,41-60,3,male,0,182,08/31/2019
14.99982,11.99344,> 80,5,male,0,183,08/31/2019
10.64479,9.882927,> 80,5,Female,1,184,08/31/2019
13.12517,11.13206,0-10,0,Female,1,185,08/31/2019
10.0868,11.47022,> 80,5,male,0,186,08/31/2019
11.2153,11.4361,> 80,5,male,0,187,08/31/2019
12.9097,11.73742,61-80,4,Female,1,188,08/31/2019
12.17253,9.965585,0-10,0,Female,1,189,08/31/2019
12.44094,11.28124,> 80,5,Female,1,190,08/31/2019
11.9171,10.20203,0-10,0,Female,1,191,08/31/2019
11.47169,11.38392,61-80,4,male,0,192,08/31/2019
11.65302,13.57026,> 80,5,Female,1,193,08/31/2019
12.45562,11.50935,61-80,4,Female,1,194,08/31/2019
14.77868,12.31298,> 80,5,Female,1,195,08/31/2019
14.018,12.74917,21-40,2,male,0,196,08/31/2019
12.50406,13.39938,0-10,0,male,0,197,08/31/2019
9.217884,12.33342,61-80,4,Female,1,198,08/31/2019
10.39745,11.306,> 80,5,Female,1,199,08/31/2019
12.74603,9.155196,> 80,5,Female,1,200,08/31/2019
9.105901,6.343998,61-80,4,Female,1,201,08/31/2019
8.342558,7.136541,0-10,0,male,0,202,08/31/2019
15.31736,13.56758,61-80,4,male,0,203,08/31/2019
11.18297,11.41759,> 80,5,Female,1,204,08/31/2019
11.78689,11.19158,> 80,5,male,0,205,08/31/2019
12.7135,11.30091,0-10,0,Female,1,206,08/31/2019
11.76649,11.22997,0-10,0,male,0,207,08/31/2019
12.17855,13.63494,> 80,5,male,0,208,08/31/2019
12.68321,11.28437,41-60,3,Female,1,209,08/31/2019
13.62292,13.38845,41-60,3,Female,1,210,08/31/2019
8.812553,15.13408,61-80,4,male,0,211,08/31/2019
12.22264,11.33782,> 80,5,male,0,212,08/31/2019
16.18479,14.29076,21-40,2,male,0,213,08/31/2019
12.8446,11.61027,11-20,1,male,0,214,08/31/2019
13.60953,13.42772,> 80,5,Female,1,215,08/31/2019
12.69358,10.21487,0-10,0,male,0,216,09/01/2019
15.025,11.85505,0-10,0,male,0,217,09/01/2019
13.91299,12.69277,> 80,5,male,0,218,09/01/2019
13.60802,9.07513,21-40,2,Female,1,219,09/01/2019
12.47179,13.01132,61-80,4,Female,1,220,09/01/2019
9.870624,12.40407,> 80,5,Female,1,221,09/01/2019
17.5951,7.335869,> 80,5,male,0,222,09/01/2019
11.10299,11.11242,0-10,0,Female,1,223,09/01/2019
16.66206,14.40429,11-20,1,male,0,224,09/01/2019
9.693037,11.00984,61-80,4,male,0,225,09/01/2019
13.40353,13.00439,> 80,5,male,0,226,09/01/2019
13.12842,10.58083,21-40,2,male,0,227,09/01/2019
13.7408,10.07836,21-40,2,Female,1,228,09/01/2019
11.67779,11.12924,0-10,0,Female,1,229,09/01/2019
13.14523,11.81876,61-80,4,male,0,230,09/01/2019
13.1237,11.84915,61-80,4,male,0,231,09/01/2019
12.29844,11.88042,> 80,5,Female,1,232,09/01/2019
14.90404,12.763,> 80,5,male,0,233,09/01/2019
11.53711,12.58766,0-10,0,Female,1,234,09/01/2019
12.87284,11.62384,21-40,2,male,0,235,09/01/2019
11.04585,11.23151,41-60,3,Female,1,236,09/01/2019
15.77554,13.98787,> 80,5,Female,1,237,09/01/2019
12.90019,10.33882,0-10,0,male,0,238,09/01/2019
12.31552,11.51159,> 80,5,Female,1,239,09/01/2019
9.794394,11.77236,21-40,2,male,0,240,09/01/2019
12.65285,11.26382,21-40,2,male,0,241,09/01/2019
12.67759,12.0546,> 80,5,male,0,242,09/01/2019
15.9603,9.162499,41-60,3,Female,1,243,09/01/2019
11.03126,11.87971,> 80,5,male,0,244,09/01/2019
14.08877,9.337553,11-20,1,male,0,245,09/01/2019
11.0271,11.74557,> 80,5,male,0,246,09/01/2019
14.54157,8.684826,61-80,4,male,0,247,09/01/2019
15.55098,11.28022,> 80,5,Female,1,248,09/01/2019
9.579331,11.78081,21-40,2,Female,1,249,09/01/2019
15.46573,11.09663,41-60,3,male,0,250,09/01/2019
14.44191,12.15951,11-20,1,male,0,251,09/01/2019
11.38291,9.910148,0-10,0,male,0,252,09/01/2019
13.74064,11.31248,21-40,2,male,0,253,09/01/2019
11.39099,11.03369,0-10,0,male,0,254,09/01/2019
16.01572,9.072348,> 80,5,male,0,255,09/01/2019
9.921976,11.86345,> 80,5,male,0,256,09/01/2019
10.80179,9.687121,11-20,1,male,0,257,09/01/2019
12.6326,11.62268,> 80,5,male,0,258,09/01/2019
9.262066,10.66323,61-80,4,Female,1,259,09/01/2019
13.78464,13.81561,0-10,0,Female,1,260,09/01/2019
13.75736,13.79555,41-60,3,Female,1,261,09/01/2019
14.70788,9.969954,> 80,5,male,0,262,09/01/2019
15.29153,10.04976,61-80,4,male,0,263,09/01/2019
14.14686,12.42262,61-80,4,Female,1,264,09/01/2019
13.76823,10.09442,> 80,5,male,0,265,09/01/2019
10.9726,11.34485,11-20,1,Female,1,266,09/01/2019
12.36505,10.48427,> 80,5,Female,1,267,09/01/2019
14.81631,10.04214,61-80,4,male,0,268,09/01/2019
15.04986,13.61393,61-80,4,male,0,269,09/01/2019
15.36158,13.45471,> 80,5,male,0,270,09/01/2019
12.793,14.31211,0-10,0,male,0,271,09/01/2019
11.324,9.79492,0-10,0,male,0,272,09/01/2019
10.45107,11.77685,0-10,0,Female,1,273,09/01/2019
11.01349,11.211,0-10,0,Female,1,274,09/01/2019
13.38261,9.455654,11-20,1,Female,1,275,09/01/2019
10.33884,11.39608,> 80,5,Female,1,276,09/01/2019
9.610787,11.80735,61-80,4,male,0,277,09/01/2019
14.54691,12.2733,> 80,5,male,0,278,09/01/2019
11.45123,11.4183,0-10,0,Female,1,279,09/01/2019
12.74049,10.73864,0-10,0,Female,1,280,09/01/2019
14.95969,11.96889,> 80,5,male,0,281,09/01/2019
12.31692,14.83151,41-60,3,Female,1,282,09/01/2019
12.88335,10.78442,11-20,1,male,0,283,09/01/2019
15.2704,9.139883,21-40,2,male,0,284,09/01/2019
15.77505,9.566566,11-20,1,male,0,285,09/01/2019
13.06382,13.85009,61-80,4,Female,1,286,09/01/2019
12.92922,11.70606,21-40,2,Female,1,287,09/01/2019
15.28385,12.10795,11-20,1,Female,1,288,09/01/2019
13.01865,11.78975,0-10,0,Female,1,289,09/01/2019
12.45943,11.2489,0-10,0,Female,1,290,09/01/2019
15.76892,12.95444,11-20,1,Female,1,291,09/01/2019
14.03004,13.35564,0-10,0,Female,1,292,09/01/2019
12.98116,14.37319,> 80,5,Female,1,293,09/01/2019
13.8822,14.63515,> 80,5,Female,1,294,09/01/2019
10.93752,9.725004,> 80,5,male,0,295,09/01/2019
16.02412,14.00992,0-10,0,male,0,296,09/01/2019
15.09569,10.09361,0-10,0,Female,1,297,09/01/2019
13.46457,12.56776,0-10,0,Female,1,298,09/01/2019
11.58543,12.29345,21-40,2,male,0,299,09/01/2019
10.69892,12.00221,> 80,5,male,0,300,09/01/2019
16.8394,11.6017,> 80,5,Female,1,301,09/01/2019
13.90569,14.60172,11-20,1,Female,1,302,09/01/2019
13.70339,11.11278,0-10,0,Female,1,303,09/01/2019
13.28895,9.631591,0-10,0,Female,1,304,09/01/2019
15.6604,12.3693,41-60,3,Female,1,305,09/01/2019
15.46487,11.2269,41-60,3,male,0,306,09/01/2019
10.99125,11.19733,41-60,3,Female,1,307,09/01/2019
15.50104,11.11599,> 80,5,Female,1,308,09/01/2019
11.70601,9.637946,0-10,0,Female,1,309,09/01/2019
12.35546,11.44285,> 80,5,Female,1,310,09/01/2019
11.12872,11.52963,61-80,4,Female,1,311,09/01/2019
9.595812,10.9393,0-10,0,male,0,312,09/01/2019
8.325407,7.166975,> 80,5,Female,1,313,09/01/2019
14.00061,13.33951,0-10,0,male,0,314,09/01/2019
13.24529,12.99792,41-60,3,male,0,315,09/01/2019
15.28504,9.337882,41-60,3,male,0,316,09/01/2019
15.4973,11.24314,61-80,4,male,0,317,09/01/2019
15.38694,7.330029,> 80,5,Female,1,318,09/01/2019
16.05814,14.31984,> 80,5,Female,1,319,09/01/2019
12.3847,13.69473,0-10,0,Female,1,320,09/01/2019
12.18887,11.78904,11-20,1,male,0,321,09/01/2019
15.12332,11.68831,0-10,0,male,0,322,09/01/2019
13.95376,12.86237,61-80,4,male,0,323,09/01/2019
9.618408,10.91289,> 80,5,male,0,324,09/01/2019
16.29265,14.33811,61-80,4,male,0,325,09/01/2019
12.64394,10.64805,21-40,2,Female,1,326,09/01/2019
10.49377,12.87479,41-60,3,Female,1,327,09/01/2019
13.97831,12.83293,61-80,4,Female,1,328,09/01/2019
15.52151,11.26509,11-20,1,male,0,329,09/01/2019
10.96399,11.18275,41-60,3,male,0,330,09/01/2019
13.29801,12.91595,0-10,0,Female,1,331,09/01/2019
13.91508,13.56587,0-10,0,male,0,332,09/02/2019
13.31653,9.643641,> 80,5,Female,1,333,09/02/2019
12.74707,10.7125,0-10,0,Female,1,334,09/02/2019
15.44155,11.208,61-80,4,male,0,335,09/02/2019
15.69372,13.87902,11-20,1,male,0,336,09/02/2019
13.83759,11.05554,0-10,0,Female,1,337,09/02/2019
11.67728,10.47627,11-20,1,male,0,338,09/02/2019
16.07268,14.29056,61-80,4,Female,1,339,09/02/2019
12.59532,10.98533,61-80,4,male,0,340,09/02/2019
15.35726,11.29407,21-40,2,male,0,341,09/02/2019
16.284,14.36028,21-40,2,Female,1,342,09/02/2019
12.50162,12.06644,41-60,3,Female,1,343,09/02/2019
15.65,12.90427,11-20,1,Female,1,344,09/02/2019
11.54975,12.56442,> 80,5,Female,1,345,09/02/2019
14.21522,12.068,> 80,5,Female,1,346,09/02/2019
16.25294,10.09349,21-40,2,male,0,347,09/02/2019
13.62379,11.20419,61-80,4,male,0,348,09/02/2019
12.61527,10.3553,41-60,3,male,0,349,09/02/2019
11.65745,11.17163,0-10,0,Female,1,350,09/02/2019
8.771104,10.94251,41-60,3,Female,1,351,09/02/2019
10.9025,14.69996,21-40,2,male,0,352,09/02/2019
11.61652,11.05411,> 80,5,Female,1,353,09/02/2019
13.03883,11.24061,0-10,0,male,0,354,09/02/2019
13.70734,11.29599,0-10,0,Female,1,355,09/02/2019
11.06231,11.75703,11-20,1,male,0,356,09/02/2019
14.57227,12.29128,0-10,0,male,0,357,09/02/2019
10.43663,11.56376,41-60,3,male,0,358,09/02/2019
13.1377,12.28358,61-80,4,male,0,359,09/02/2019
11.87974,14.16151,0-10,0,male,0,360,09/02/2019
13.33869,10.33806,> 80,5,male,0,361,09/02/2019
9.854939,12.17599,0-10,0,male,0,362,09/02/2019
12.74439,12.84671,21-40,2,Female,1,363,09/02/2019
9.285564,10.63081,0-10,0,Female,1,364,09/02/2019
11.59055,9.53944,61-80,4,Female,1,365,09/02/2019
13.1202,12.3159,> 80,5,Female,1,366,09/02/2019
11.40942,10.99734,61-80,4,male,0,367,09/02/2019
13.63869,11.5084,0-10,0,Female,1,368,09/02/2019
11.76579,13.61152,61-80,4,male,0,369,09/02/2019
16.26833,14.38156,> 80,5,Female,1,370,09/02/2019
8.73591,12.05172,11-20,1,Female,1,371,09/02/2019
15.74913,12.16057,> 80,5,Female,1,372,09/02/2019
12.18563,11.40151,21-40,2,Female,1,373,09/02/2019
14.78633,14.09387,0-10,0,Female,1,374,09/02/2019
13.45084,8.860812,0-10,0,Female,1,375,09/02/2019
15.73667,12.94093,41-60,3,Female,1,376,09/02/2019
11.91194,14.17201,> 80,5,Female,1,377,09/02/2019
12.5272,12.7851,61-80,4,male,0,378,09/02/2019
14.3738,13.07674,0-10,0,Female,1,379,09/02/2019
12.21672,14.14109,> 80,5,Female,1,380,09/02/2019
15.28043,11.42152,0-10,0,male,0,381,09/02/2019
11.53864,10.75491,> 80,5,male,0,382,09/02/2019
9.046618,11.20749,0-10,0,male,0,383,09/02/2019
10.75256,8.843783,11-20,1,Female,1,384,09/02/2019
14.9461,10.10509,> 80,5,male,0,385,09/02/2019
13.22677,11.90959,61-80,4,Female,1,386,09/03/2019
13.41574,8.835455,> 80,5,Female,1,387,09/03/2019
14.35785,12.03667,11-20,1,male,0,388,09/03/2019
12.20415,11.37017,> 80,5,Female,1,389,09/03/2019
12.00341,14.56914,61-80,4,male,0,390,09/03/2019
13.58721,11.60537,61-80,4,Female,1,391,09/03/2019
8.757473,12.02333,> 80,5,Female,1,392,09/03/2019
13.38881,10.9706,0-10,0,Female,1,393,09/03/2019
12.57046,12.79843,0-10,0,male,0,394,09/03/2019
15.56334,14.17455,21-40,2,male,0,395,09/03/2019
12.52108,12.03208,61-80,4,Female,1,396,09/03/2019
12.40901,11.34986,> 80,5,Female,1,397,09/03/2019
12.36903,11.4156,> 80,5,Female,1,398,09/03/2019
13.44909,12.60106,> 80,5,Female,1,399,09/03/2019
12.03297,11.36891,21-40,2,male,0,400,09/03/2019
9.944605,11.83905,61-80,4,male,0,401,09/03/2019
12.14346,13.6315,11-20,1,male,0,402,09/03/2019
14.40612,13.09598,0-10,0,Female,1,403,09/03/2019
15.70642,12.9274,0-10,0,Female,1,404,09/03/2019
13.75891,11.14193,21-40,2,Female,1,405,09/03/2019
11.44538,10.93066,> 80,5,Female,1,406,09/03/2019
13.7965,14.16886,21-40,2,male,0,407,09/03/2019
15.57711,11.30424,61-80,4,male,0,408,09/03/2019
14.99393,10.24519,> 80,5,male,0,409,09/03/2019
14.1129,13.12017,21-40,2,male,0,410,09/03/2019
13.17422,9.835811,0-10,0,male,0,411,09/03/2019
13.26078,12.96562,> 80,5,Female,1,412,09/03/2019
10.93261,12.03151,> 80,5,Female,1,413,09/03/2019
12.14729,9.951969,0-10,0,Female,1,414,09/03/2019
13.95731,13.88316,41-60,3,male,0,415,09/03/2019
11.26415,10.80238,> 80,5,Female,1,416,09/03/2019
13.42597,12.96798,> 80,5,Female,1,417,09/03/2019
13.51533,12.48783,11-20,1,male,0,418,09/03/2019
14.7689,11.9578,> 80,5,male,0,419,09/03/2019
12.9731,10.95023,21-40,2,male,0,420,09/03/2019
12.42551,11.31754,61-80,4,Female,1,421,09/03/2019
12.34805,14.77593,> 80,5,Female,1,422,09/03/2019
13.10475,12.3512,0-10,0,Female,1,423,09/03/2019
14.77894,13.19966,> 80,5,male,0,424,09/03/2019
9.813148,12.50214,> 80,5,Female,1,425,09/03/2019
14.14413,10.57392,41-60,3,Female,1,426,09/03/2019
12.03469,14.58466,61-80,4,Female,1,427,09/03/2019
16.09884,14.23706,61-80,4,male,0,428,09/03/2019
12.68321,11.28437,0-10,0,Female,1,429,09/03/2019
14.69502,10.12684,0-10,0,male,0,430,09/03/2019
8.840331,12.13417,> 80,5,Female,1,431,09/03/2019
10.54701,12.32713,61-80,4,Female,1,432,09/04/2019
12.24902,14.15759,> 80,5,male,0,433,09/04/2019
11.73556,13.59899,0-10,0,Female,1,434,09/04/2019
8.280715,11.56829,41-60,3,Female,1,435,09/04/2019
12.38503,13.21802,0-10,0,Female,1,436,09/04/2019
16.73377,8.447514,41-60,3,male,0,437,09/04/2019
15.72296,7.17813,41-60,3,Female,1,438,09/04/2019
16.08321,14.26035,> 80,5,male,0,439,09/04/2019
14.27252,10.4667,> 80,5,male,0,440,09/04/2019
9.736776,12.35915,> 80,5,male,0,441,09/04/2019
13.28041,12.94127,21-40,2,male,0,442,09/04/2019
16.06733,9.970328,41-60,3,Female,1,443,09/04/2019
14.35376,10.35223,0-10,0,Female,1,444,09/04/2019
13.40536,10.94129,11-20,1,male,0,445,09/04/2019
14.51969,9.029811,61-80,4,male,0,446,09/04/2019
14.57164,11.38928,41-60,3,Female,1,447,09/04/2019
13.71177,13.9442,0-10,0,male,0,448,09/04/2019
16.23636,14.1988,41-60,3,Female,1,449,09/04/2019
16.25586,14.41581,0-10,0,male,0,450,09/04/2019
12.80755,14.28284,61-80,4,Female,1,451,09/04/2019
13.3605,11.94751,> 80,5,Female,1,452,09/04/2019
11.17751,8.616005,> 80,5,male,0,453,09/04/2019
11.64155,12.17337,21-40,2,Female,1,454,09/04/2019
14.73854,11.93963,21-40,2,male,0,455,09/04/2019
9.423313,10.79384,> 80,5,male,0,456,09/04/2019
9.466473,10.73907,> 80,5,Female,1,457,09/04/2019
15.71121,11.60836,> 80,5,male,0,458,09/04/2019
14.26207,12.49088,> 80,5,male,0,459,09/04/2019
14.18834,13.43268,21-40,2,male,0,460,09/04/2019
11.48419,10.41928,0-10,0,male,0,461,09/04/2019
15.02863,10.36174,> 80,5,male,0,462,09/04/2019
13.08718,12.37853,0-10,0,Female,1,463,09/04/2019
10.95782,12.04313,61-80,4,male,0,464,09/04/2019
11.939,14.17458,11-20,1,Female,1,465,09/04/2019
13.48189,8.887023,> 80,5,Female,1,466,09/04/2019
14.06296,13.09025,0-10,0,Female,1,467,09/04/2019
10.94726,16.4859,0-10,0,male,0,468,09/05/2019
14.20514,9.438095,11-20,1,male,0,469,09/05/2019
10.38407,11.159,0-10,0,Female,1,470,09/05/2019
15.60473,11.31529,0-10,0,Female,1,471,09/05/2019
11.27275,11.46122,11-20,1,male,0,472,09/05/2019
13.02248,9.609664,41-60,3,Female,1,473,09/05/2019
